_id,Inspection ID,Facility ID,Facility Name,Facility Address,Facility Address 2,Facility Municipality Name,Facility City,Facility County,Facility State,Facility Postal Code,Facility Latitude,Facility Longitude,Venue Type,Inspection Date,Inspection End,Inspection Purpose,Inspection Passed,Inspection Number,Inspector Name,"Free Chlorine, Shallow","Free Chlorine, Deep","Combined Chlorine, Shallow","Combined Chlorine, Deep","Free Bromine, Shallow","Free Bromine, Deep","pH Value, Shallow","pH Value, Deep",Cyanuric Acid,Turnover,Enclosure,Main Drain Visible,Safety Equipment,Disinfectant Level,pH Balance,No Imminent Health Hazards,Abated Date
60697,206412,2049,PHILLIPS POOL/CITY OF PITTSBURGH,203 PARKFIELD STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15210,40.3925152907141,-79.9908270706394,POOLS (OUTDOOR),2023-06-21T14:00:00,2023-06-22T14:45:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,2.8,2,2.8,2,,,7.2,7.2,0,600,t,t,t,t,t,t,2023-06-23
60698,206415,2013,ORMSBY POOL / CITY OF PITTSBURGH,79 S 22ND STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.4291370571759,-79.9743418905297,POOLS (OUTDOOR),2023-06-21T15:10:00,2023-06-22T15:45:00,INITIAL INSPECTION,t,1,ZIRNGIBL BARBARA,1,1.4,1,1.4,,,7.0,7.0,< 30,650,t,t,t,t,f,t,2023-07-20
60699,206417,2277,O'HARA WOODS APTS POOL,100 OHARA WOODS DRIVE,,O'Hara Township,PGH,Allegheny County,PA,15238,40.4994357799957,-79.8575502690682,POOLS (OUTDOOR),2023-06-20T13:30:00,2023-06-22T14:30:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,3.2,3.4,0,0,0,0,7.4,7.4,>50,140,t,t,t,t,t,t,2023-06-26
60700,206420,5982,NINETEEN NORTH APARTMENT POOL,1050 19TH NORTH DRIVE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.5665057434622,-80.0415658476786,POOLS (OUTDOOR),2023-06-21T09:30:00,2023-06-22T10:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,6.2,6.2,0,0,,,7.6,7.4,60,130,t,t,f,t,t,t,2023-09-01
60701,206426,10518,FRANKLIN RIDGE ESTATES CSA POOL,1624 COUNTRY CLUB DRIVE,,Franklin Park,Pittsburgh,Allegheny County,PA,15237,40.5637742564739,-80.0827389115987,POOL (CONDO OUTDOOR),2023-06-20T13:34:00,2023-06-22T14:00:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,2.2,1.8,0,0,,,7.4,7.4,<30,425,t,t,t,t,t,t,2023-06-23
60702,206445,2227,WILDWOOD GOLF CLUB -  WADING POOL,2195 SAMPLE ROAD,,Hampton Township,ALLISON PARK,Allegheny County,PA,15101,40.5775724063053,-79.9845630971129,WADING POOL SYSTEM,2023-06-21T11:30:00,2023-06-23T12:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.8,,0.2,,,,7.2,,,40,t,t,f,t,t,t,2023-06-26
60703,206449,1241,PARKVIEW ESTATES,251 ESTATES DRIVE,,Richland Township,GIBSONIA,Allegheny County,PA,15044,40.6599235221072,-79.9269854771154,POOL (CONDO OUTDOOR),2023-06-16T09:00:00,2023-06-23T09:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.8,,0,,,,7.4,,<30,45,t,t,t,t,t,t,2023-06-29
60704,206456,6002,SUMMER SEAT HOA POOL,105 GATEWAY DRIVE,,Ohio Township,PITTSBURGH,Allegheny County,PA,15237,40.53702486716,-80.095420906089,POOL (CONDO OUTDOOR),2023-06-16T14:50:00,2023-06-23T15:15:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.4,,0,,,,7.6,,60,130,t,t,t,t,t,t,2023-06-23
60705,206468,2116,BOYCE PARK WAVE POOL,675 OLD FRANKSTOWN ROAD,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,,,POOLS (OUTDOOR),2023-06-20T13:30:00,2023-06-23T14:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2,,0,,,,7.5,,,3000,t,t,t,t,t,t,2023-06-26
60706,206498,2207,EDGEWORTH SWIM CLUB MAIN POOL,511 EAST DRIVE,,Edgeworth,SEWICKLEY,Allegheny County,PA,15143,40.5462075379152,-80.1878436223348,POOLS (OUTDOOR),2023-06-23T14:30:00,2023-06-26T15:30:00,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,3,3,0,0,,,7.4,7.4,,229,t,t,t,t,t,t,2023-07-11
60707,206499,2212,ETNA POOL, PINE STREET,,Etna,PITTSBURGH,Allegheny County,PA,15223,,,POOLS (OUTDOOR),2023-06-21T11:00:00,2023-06-26T12:00:00,INITIAL INSPECTION,f,1,FREEMAN MICHELE,2.6,2.6,0.2,0.2,0,0,7.6,7.6,<50,500,t,t,t,t,t,t,2023-06-26
60708,206501,2043,FOWLER POOL,2438 WILSON AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15214,40.4688573896062,-80.0137102188948,POOLS (OUTDOOR),2023-06-23T15:30:00,2023-06-26T15:40:00,FOLLOW UP INSPECTION,t,6,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,
60709,206505,8898,SEWICKLEY RIDGE SPA,148 FREEDOM LANE,,Ohio Township,Sewickley,Allegheny County,PA,15143,40.5383688314218,-80.1169665852579,SPA/HOT TUB (OUTDOOR),2023-06-23T09:00:00,2023-06-26T09:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,6,,0.2,,,,7.2,,,55,t,t,t,t,t,t,2023-06-29
60710,206507,8897,SEWICKLEY RIDGE POOL,148 FREEDOM  LANE,,OHIO,Sewickley,Allegheny County,PA,15143,40.5383688314218,-80.1169665852579,POOL (CONDO OUTDOOR),2023-06-23T09:30:00,2023-06-26T10:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.6,,0,,,,7.2,,30,180,t,t,t,t,t,t,2023-07-11
60711,206509,10217,BAYWOOD CONFERENCE & LODGING CENTER - POOL,1442 CORAOPOLIS HEIGHTS ROAD,,Moon Township,Coraopolis,Allegheny County,PA,15108,40.5070506456079,-80.1872059387414,POOLS (OUTDOOR),2023-06-22T13:35:00,2023-06-26T14:10:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,5,,0,,,,7.4,,<30,60,t,t,f,t,t,t,2023-06-28
60712,206528,9697,HAMPSHIRE HOUSE APT POOL,195 MT LEBANON BOULEVARD,,Mount Lebanon,Pittsburgh,Allegheny County,PA,15228,40.3683259640103,-80.03882407393,POOLS (OUTDOOR),2023-06-26T11:00:00,2023-06-27T11:45:00,FOLLOW UP INSPECTION,t,3,ZIRNGIBL BARBARA,,,,,6.4,,7.0,,,60,t,t,t,t,f,t,2023-08-25
60713,206533,245,OXFORD ATHLETIC CLUB - OUTDOOR POOL,100 VILLAGE CLUB DRIVE,,Pine Township,PINE,Allegheny County,PA,15090,40.6340511885245,-80.0506397510035,POOLS (OUTDOOR),2023-06-26T14:00:00,2023-06-27T14:20:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.5,3,0,0,,,7.2,7.4,<30,200,t,t,f,t,t,t,2023-08-15
60714,206550,2164,SANDCASTLE / LANDING POOL #4,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.3978093001117,-79.9272275022397,WATER SLIDE POOLS,2023-06-27T11:00:00,2023-06-28T15:00:00,INITIAL INSPECTION,f,1,DAILY NATHAN,4.6,,0.2,,,,7.4,,0-30,150,t,t,t,t,t,t,2023-07-07
60715,206555,2534,OXFORD ATHLETIC CLUB INDOOR POOL,100 VILLAGE CLUB DRIVE,,Pine Township,PINE,Allegheny County,PA,15090,40.6340511885245,-80.0506397510035,POOLS (INDOOR),2023-06-26T15:00:00,2023-06-28T15:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.2,2.6,0.2,0.4,,,7.4,7.4,,200,t,t,f,t,t,t,2023-08-15
60716,207707,2067,MT VERNON APTS POOL,2300 SURREY  LANE,Managers Office,Elizabeth Township,MCKEESPORT,Allegheny County,PA,15135,40.290262289723,-79.8264941506079,POOLS (OUTDOOR),2023-08-15T13:30:00,2023-08-16T14:20:00,INITIAL INSPECTION,t,1,LINDGREN ERIC,14,14,0,0,,,7.0,7.0,60,70,t,t,f,t,f,f,2023-08-16
60717,207720,2416,FOREST GLEN CONDO POOL,1514 FOREST GREEN DRIVE,,Moon Township,CORAOPOLIS,Allegheny County,PA,15108,40.5076528451581,-80.2158398539581,POOL (CONDO OUTDOOR),2023-08-14T11:20:00,2023-08-16T11:25:00,FOLLOW UP INSPECTION,t,4,MANOWN MARYANN,,,,,,,,,,,t,t,f,t,t,t,2023-08-17
60718,207731,2454,SWALLOW HILL CONDO - POOL,2034 SWALLOW HILL ROAD,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.3990410839245,-80.0768482960755,POOL (CONDO OUTDOOR),2023-08-16T10:30:00,2023-08-17T11:00:00,FOLLOW UP INSPECTION,t,3,ZIRNGIBL BARBARA,3,,0.2,,,,7.2,,40,,t,t,f,t,t,t,
60719,207792,7756,THE EVALEE,7 DORCHESTER DRIVE,,Bethel Park,Pittsburgh,Allegheny County,PA,15241,40.3408447322283,-80.0508486140305,POOLS (OUTDOOR),2023-08-17T15:00:00,2023-08-21T15:30:00,FOLLOW UP INSPECTION,t,2,NABLO MARIAH,7.8,,0.4,,,,7.4,,,120,t,t,f,t,t,t,
60720,207820,1225,WADSWORTH HALL COMMUNITY CENTER POOL,480 OAK HILL DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.4427435078793,-79.9695893589668,POOLS (OUTDOOR),2023-08-21T15:30:00,2023-08-22T15:45:00,FOLLOW UP INSPECTION,t,4,NABLO MARIAH,,,,,,,,,,,t,t,f,t,t,t,
60721,207822,2124,GREEN OAKS COUNTRY CLUB POOL-WADING,5741 3RD STREET,,Penn Hills,VERONA,Allegheny County,PA,15147,,,WADING POOL SYSTEM,2023-08-22T11:00:00,2023-08-22T11:45:00,FOLLOW UP INSPECTION,t,4,MUSA AMINATA,,,,,,,,,,,t,t,f,t,t,t,2023-08-23
60722,207823,750,GREENBRIER VILLAGE APARTMENTS POOL,1701 GREENVALLEY DRIVE,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.3980219035284,-80.0618772304771,POOLS (OUTDOOR),2023-08-22T11:00:00,2023-08-22T11:40:00,FOLLOW UP INSPECTION,t,4,ZIRNGIBL BARBARA,3.2,,0,,,,7.2,,50,110,t,t,f,t,f,t,2023-08-25
60723,207860,2302,WOODBRIDGE CONDO POOL,100 CLUBHOUSE LANE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.5153381255064,-79.9903677547006,POOL (CONDO OUTDOOR),2023-08-21T15:00:00,2023-08-23T15:10:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2023-09-08
60724,207894,11820,SADDLEWOOD COMMUNITY - WADING POOL,3625 WASHINGTON PIKE,,South Fayette Township,Bridgeville,Allegheny County,PA,15017,40.3229095136494,-80.1388391387847,WADING POOL SYSTEM,2023-08-23T11:30:00,2023-08-24T12:00:00,FOLLOW UP INSPECTION,t,3,ZIRNGIBL BARBARA,,,,,2.4,,7.2,,,15,t,t,t,t,f,t,2023-08-25
60725,207924,5922,RESIDENCE INN OAKLAND UNIVERSITY PL POOL,3341 FORBES  AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.4381946553364,-79.9621170988364,POOLS (INDOOR),2023-08-24T04:00:00,2023-08-25T04:30:00,INITIAL INSPECTION,t,1,MUSA AMINATA,,,0,,2.4,,7,,,,t,t,f,t,f,t,2023-10-20
60726,207950,1163,BERKSHIRES CLUBHOUSE / POOL,6000 MIDDLEFIELD DRIVE,,South Fayette Township,MCDONALD,Allegheny County,PA,15057,40.3684852850008,-80.1773635132249,POOL (CONDO OUTDOOR),2023-08-28T10:30:00,2023-08-28T10:35:00,FOLLOW UP INSPECTION,t,4,O'BRIEN JEFF,,,,,,,,,,,t,t,f,t,t,t,2023-08-30
60727,207968,2227,WILDWOOD GOLF CLUB -  WADING POOL,2195 SAMPLE ROAD,,Hampton Township,ALLISON PARK,Allegheny County,PA,15101,40.5775724063053,-79.9845630971129,WADING POOL SYSTEM,2023-08-22T11:00:00,2023-08-29T11:35:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,1.2,,0,,,,7.4,,,,t,t,t,t,t,t,2023-08-30
60728,207983,8137,CHERRY HILL HOA POOL,2100 CHERRY HILL DRIVE,,Collier Township,Presto,Allegheny County,PA,15142,,,POOL (CONDO OUTDOOR),2023-08-29T09:45:00,2023-08-29T10:10:00,FOLLOW UP INSPECTION,t,2,ZIRNGIBL BARBARA,4.2,,0.2,,,,7.6,,40,65,t,t,t,t,t,t,2023-08-31
60729,208012,1963,DITHRIDGE HOUSE - POOL,220 N DITHRIDGE STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.4498405238179,-79.9520045442596,POOL (CONDO INDOOR),2023-08-29T13:45:00,2023-08-30T14:30:00,INITIAL INSPECTION,t,1,NABLO MARIAH,,,,,2.2,,7.4,,0,,t,t,f,t,t,t,2023-08-30
60730,208020,5982,NINETEEN NORTH APARTMENT POOL,1050 19TH NORTH DRIVE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.5665057434622,-80.0415658476786,POOLS (OUTDOOR),2023-08-29T14:00:00,2023-08-30T14:30:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2023-09-01
60731,208144,15,VALLEY BROOK SWIM CLUB-WADING,1 CALLENDER  ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,,,WADING POOL SYSTEM,2023-09-05T11:35:00,2023-09-05T11:45:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2023-09-08
60732,208172,2249,WINDWOOD PARK POOL,903 LAKE ROAD,,Marshall Township,BRADFORD WOODS,Allegheny County,PA,15015,40.6282357354155,-80.0900144520975,WADING POOL SYSTEM,2023-09-05T15:30:00,2023-09-06T15:40:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,,,,,,,,,t,t,t,t,t,t,
60733,208225,10879,NEWPORT SQUARE POOL,520 NEWPORT DRIVE,,Penn Hills,Pittsburgh,Allegheny County,PA,15235,40.4557777913216,-79.8296419198048,POOL (CONDO INDOOR),2023-09-07T13:00:00,2023-09-08T13:30:00,FOLLOW UP INSPECTION,t,2,DAILY NATHAN,,,,,,,,,,,t,t,f,t,t,t,2023-09-08
60734,208330,10759,COURTYARD BY MARRIOTT WEST HOMESTEAD - SPA,401 W WATERFRONT DRIVE,,West Homestead,Homestead,Allegheny County,PA,15120,40.4057368906568,-79.920840425109,SPA/HOT TUB (INDOOR),2023-09-11T11:30:00,2023-09-12T12:00:00,FOLLOW UP INSPECTION,t,2,MUSA AMINATA,0,,0,,,,7.6,,,,t,t,f,t,f,f,
60735,208405,1232,THE METROPOLITAN SHADYSIDE POOL,537 N NEVILLE STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.449329218532,-79.9477114623877,POOL (CONDO INDOOR),2023-09-14T13:30:00,2023-09-15T14:00:00,INITIAL INSPECTION,t,1,NABLO MARIAH,1,,0.2,,,,7.8,,,25,t,t,f,t,t,t,2023-09-15
60736,208685,8896,BEAR RUN VILLAGE LIMITED PARTNERSHIP POOL,100 BEAR RUN DRIVE,,Ohio Township,Pittsburgh,Allegheny County,PA,15237,40.5490262293134,-80.0805765335738,POOLS (OUTDOOR),2023-10-02T10:30:00,2023-10-02T10:40:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,,,,,,,,,t,t,t,t,t,t,2023-10-20
60737,208823,1234,LA FITNESS NORTH HILLS SPA,8700 DUNCAN AVENUE,,McCandless,MC CANDLESS,Allegheny County,PA,15237,40.5628182748753,-80.026581430395,SPA/HOT TUB (INDOOR),2023-10-06T14:00:00,2023-10-10T14:30:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,,,,,,,,,,,t,t,t,t,t,t,2023-10-20
60738,209108,1280,BETHEL PARK HIGH SCHOOL POOL,309 CHURCH ROAD,,Bethel Park,BETHEL PARK,Allegheny County,PA,15102,40.3337249211565,-80.0421248789052,POOLS (SCHOOLS),2023-10-19T13:00:00,2023-10-20T13:45:00,FOLLOW UP INSPECTION,t,2,NABLO MARIAH,2.4,,0.2,,,,7.2,,,760,t,t,f,t,t,t,2023-10-20
60739,209109,5842,SPENCER FAMILY YMCA - LAP POOL,305 CHURCH ROAD,,Bethel Park,BETHEL PARK,Allegheny County,PA,15102,,,POOLS (INDOOR),2023-10-19T14:00:00,2023-10-20T14:15:00,FOLLOW UP INSPECTION,t,3,NABLO MARIAH,3.2,,0.2,,,,7.6,,,,t,t,t,t,f,t,2023-10-20
60740,206556,2535,OXFORD ATHLETIC CLUB SPA,100 VILLAGE CLUB DRIVE,,Pine Township,PINE,Allegheny County,PA,15090,40.6340511885245,-80.0506397510035,SPA/HOT TUB (INDOOR),2023-06-26T15:30:00,2023-06-28T16:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,,,,,2.75,,7.6,,,55,t,t,f,t,t,t,2023-08-15
60741,206561,2163,SANDCASTLE / LAZY RIVER POOL,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.3978093001117,-79.9272275022397,POOLS (OUTDOOR),2023-06-27T12:00:00,2023-06-28T12:30:00,INITIAL INSPECTION,f,1,DAILY NATHAN,3,,0,,,,7.2,,0,1300,t,t,t,t,t,t,2023-07-07
60742,206588,6721,THE ALDEN SOUTH HILLS,5492 YOUNGRIDGE  DRIVE,,Baldwin,PITTSBURGH,Allegheny County,PA,15236,40.3385943493303,-79.978859260947,POOLS (OUTDOOR),2023-06-28T14:30:00,2023-06-30T15:30:00,FOLLOW UP INSPECTION,t,3,CONLEY FAON,2,2,0,0,,,7.4,7.4,,,t,t,f,t,t,t,2023-07-03
60743,206619,2001,PITTSBURGH GOLF CLUB - MAIN POOL,5280 NORTHUMBERLAND  STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.4402287098107,-79.9394493633363,POOLS (OUTDOOR),2023-06-30T13:30:00,2023-07-03T14:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3.6,,0,,,,7.4,,,50,t,t,t,t,t,t,2023-07-03
60744,206626,2235,FOREST HIGHLANDS COMMUNITY ASSOC POOL, FOREST HIGHLAND  DRIVE,,Harmar Township,PITTSBURGH,Allegheny County,PA,15238,,,POOL (CONDO OUTDOOR),2023-06-30T13:00:00,2023-07-03T14:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,2.6,2.6,0,0,0,0,7.6,7.6,<50,90,t,t,t,t,t,t,2023-07-06
60745,206647,2133,ALCOMA ON THE GREEN POOL,225 ALCOMA BOULEVARD,#114,Penn Hills,PITTSBURGH,Allegheny County,PA,15235,40.485377352676,-79.8011631709984,POOLS (OUTDOOR),2023-07-03T01:40:00,2023-07-05T02:50:00,INITIAL INSPECTION,t,1,MUSA AMINATA,3,3,0,0,,,7.2,7.4,40,140,t,t,f,t,t,t,
60746,206681,758,VILLAGE AT SEWICKLEY HILLS POOL,104 PRESCOTT PLACE,,Ohio Township,SEWICKLEY,Allegheny County,PA,15143,40.5702265896482,-80.1144769800448,POOL (CONDO OUTDOOR),2023-07-05T09:00:00,2023-07-06T09:30:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,95,t,t,f,t,t,t,2023-07-11
60747,206683,2023,TRIMONT RESIDENTIAL CONDOS POOL,1 TRIMONT LANE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15211,40.4382285392831,-80.0201873144131,POOL (CONDO OUTDOOR),2023-07-06T10:20:00,2023-07-06T11:30:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,0.5,,0,,,,7.2,,<30,40,t,t,f,t,t,f,
60748,206714,2298,CHARLEMAGNE II POOL,4000 CHARLEMAGNE CIRCLE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,,,POOL (CONDO OUTDOOR),2023-07-07T09:15:00,2023-07-10T09:50:00,FOLLOW UP INSPECTION,t,6,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2023-07-11
60749,206720,2204,SHANNOPIN COUNTRY CLUB - POOL & SPRAY PAD,1 WINDMERE ROAD,,Ben Avon Heights,PITTSBURGH,Allegheny County,PA,15202,40.5145275325586,-80.0691963394876,POOLS (OUTDOOR),2023-07-06T14:00:00,2023-07-10T14:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3,2.8,0.2,0,,,7.4,7.4,<30,700,t,t,f,t,t,t,2023-07-11
60750,206726,10979,THE VIEW NORTH HILLS POOL,1000 JOHNANNA DRIVE,,Ross Township,Pittsburgh,Allegheny County,PA,15237,40.5475029051202,-80.0140723932308,POOLS (OUTDOOR),2023-07-07T14:00:00,2023-07-10T15:20:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.4,2.2,0.2,0.2,,,7.2,7.4,<30,140,t,t,f,t,t,t,2023-08-17
60751,206760,10479,WASHINGTON GARDENS APTS POOL,133 LEE STREET,,Carnegie,Carnegie,Allegheny County,PA,15106,40.4012391156333,-80.0852542941702,POOLS (OUTDOOR),2023-07-10T13:30:00,2023-07-11T14:05:00,FOLLOW UP INSPECTION,t,2,ZIRNGIBL BARBARA,2.6,,2.6,,,,7.4,,55,20,t,t,f,t,t,t,2023-08-29
60752,206774,252,SETTLERS CABIN DIVING POOL,635 RIDGE ROAD,,Robinson Township,OAKDALE,Allegheny County,PA,15071,,,POOLS (OUTDOOR),2023-07-07T11:50:00,2023-07-11T12:20:00,INITIAL INSPECTION,f,1,MANOWN MARYANN,3.5,,0.2,,,,7.2,,<30,875,t,t,t,t,t,t,2023-07-12
60753,206784,4141,TORRENTE APARTMENTS POOL,2565 BOYCE PLAZA  ROAD,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,40.3225160919673,-80.1135523348394,POOLS (OUTDOOR),2023-07-11T14:00:00,2023-07-12T14:20:00,FOLLOW UP INSPECTION,t,2,ZIRNGIBL BARBARA,2,,2,,,,7.4,,< 30,140,t,t,t,t,t,t,2023-07-13
60754,206788,2471,MONTCLAIR POOL,1217 SHERBROOK DRIVE,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,,,POOL (CONDO OUTDOOR),2023-07-11T15:10:00,2023-07-12T16:00:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,1,,1,1,,,7.4,7.4,< 30,200,t,t,t,t,t,t,2023-07-14
60755,206790,9717,KAUFMANNS GRAND ON 5TH POOL,434 5TH AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.4397023331167,-79.9980759597604,POOLS (OUTDOOR),2023-07-05T10:00:00,2023-07-12T10:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,4,,0,,,,7.4,,,90,t,t,t,t,t,t,2023-07-05
60756,206797,2185,LAUREL VILLAGE POOL,1000 PENN CENTER BOULEVARD,,Wilkins Township,WILKINS,Allegheny County,PA,15235,40.4257988797141,-79.8124443403399,POOLS (OUTDOOR),2023-07-11T14:00:00,2023-07-12T14:45:00,INITIAL INSPECTION,t,1,NABLO MARIAH,1.4,1.4,0,0,,,7.6,7.4,0,350,t,t,t,t,t,t,2023-07-13
60757,206805,2141,OLYMPIC SWIM CLUB POOL,517 TWIN OAK DRIVE,,Penn Hills,PITTSBURGH,Allegheny County,PA,15235,40.4789871423515,-79.7904493952874,POOLS (INDOOR),2023-07-10T03:15:00,2023-07-12T04:30:00,INITIAL INSPECTION,t,1,MUSA AMINATA,2.5,2.5,1,0.5,,,7.6,7.6,,308,t,t,t,t,t,t,2023-07-28
60758,206808,2125,ROSEDALE BEACH CLUB POOL,5401 3RD STREET,,Penn Hills,VERONA,Allegheny County,PA,15147,,,POOLS (OUTDOOR),2023-07-11T02:30:00,2023-07-12T03:30:00,INITIAL INSPECTION,t,1,MUSA AMINATA,2.5,3.5,0.5,0,,,7.2,7.4,30>,,t,t,t,t,t,t,2023-07-28
60759,206829,289,1000 GRANDVIEW AVE POOL,1000 GRANDVIEW AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15211,40.4371221243011,-80.0165707901372,POOL (CONDO OUTDOOR),2023-07-12T12:10:00,2023-07-13T12:45:00,FOLLOW UP INSPECTION,t,4,MANOWN MARYANN,32,,0.2,,,,7.2,,85,95,t,t,f,t,t,f,2023-08-04
60760,206849,2006,MAXON TOWERS APT POOL,6315 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.4383267497636,-79.9182856380693,POOLS (OUTDOOR),2023-07-13T10:00:00,2023-07-14T10:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,4,,0,,,,7.8,,,150,t,t,t,t,t,t,2023-07-14
60761,206858,9497,BRENTWOOD PARK POOL,122  PARK DRIVE,,Brentwood,Pittsburgh,Allegheny County,PA,15227,40.3757280310635,-79.9732550416821,POOLS (OUTDOOR),2023-07-14T12:00:00,2023-07-14T12:00:00,FOLLOW UP INSPECTION,t,4,CONLEY FAON,0,0,0,0,,,0,00,,0,t,t,t,t,t,t,2023-07-14
60762,206861,6841,OAKMONT COUNTRY CLUB POOL,1233 HULTON ROAD,,Plum,OAKMONT,Allegheny County,PA,15139,40.5259666355257,-79.8270523211145,POOLS (OUTDOOR),2023-07-12T10:50:00,2023-07-14T11:30:00,INITIAL INSPECTION,f,1,MUSA AMINATA,2,3,0,0,,,7.2,7.2,30>,700,t,t,t,t,t,t,2023-08-04
60763,206867,2140,LONGUE VUE COUNTRY CLUB MAIN POOL,400 LONGUE VUE DRIVE,,Penn Hills,VERONA,Allegheny County,PA,15147,40.4813365997866,-79.8587234477662,POOLS (OUTDOOR),2023-07-12T12:30:00,2023-07-14T01:15:00,INITIAL INSPECTION,t,1,MUSA AMINATA,3.5,4,0,0,,,7,7.4,30>,450,t,t,t,t,f,t,
60764,209151,2449,COCHRAN HALL POOL,1500 COCHRAN ROAD,,Scott Township,PITTSBURGH,Allegheny County,PA,15243,40.3915776057607,-80.057783773514,POOL (CONDO INDOOR),2023-10-18T13:45:00,2023-10-23T14:30:00,INITIAL INSPECTION,t,1,ZIRNGIBL BARBARA,2.6,,0,,,,7.6,,,80,t,t,t,t,t,t,
60765,209270,1097,MCKNIGHT HOTEL - POOL,4575 MCKNIGHT ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.504524150343,-80.0103673765825,POOLS (INDOOR),2023-10-19T14:00:00,2023-10-26T15:00:00,FOLLOW UP INSPECTION,t,4,NOBBS SCOTT,,,0.8,,,,,,,,t,t,t,t,t,t,
60766,209271,11279,HOLIDAY INN EXPRESS & SUITES / NORTH SHORE POOL,228 FEDERAL  STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15212,40.4487848048952,-80.0042081285296,POOLS (INDOOR),2023-10-20T14:00:00,2023-10-26T15:10:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,,,,,22.05,,7.2,,,65,t,t,f,t,t,t,
60767,209305,8216,WILMERDING COMMUNITY CENTER POOL,1 MEMORIAL FIELD,,Wilmerding,Wilmerding,Allegheny County,PA,15148,40.3879694823642,-79.8124068265451,POOLS (INDOOR),2023-10-25T11:00:00,2023-10-26T12:00:00,INITIAL INSPECTION,t,1,MUSA AMINATA,3.2,3.4,0.4,0.4,,,7.6,7.2,,242,t,t,f,t,t,t,
